30n20b8.mp,10.7783,109707,0,0,9391,11036,629021,0,0,0,0
academictimetablesmall.mp,1.092,268351,79420,67339,2113,26985,27223,0,650,0,4030
atlanta-ip.mp,0.358,257533,4716,4699,759,718,707,9,20075,0,36
bab2.mp,3.6016,2027727,57844,57844,7144,14192,285716,0,0,0,0
bab6.mp,3.621,1283182,110560,110560,5392,41292,229696,0,0,0,0
bnatt400.mp,0.0982,21699,0,0,4029,0,12051,0,0,0,0
bnatt500.mp,0.1875,27204,0,0,5061,0,15105,0,0,0,0
brazil3.mp,1.8283,133185,67070,54270,28952,1058,29248,0,560,0,25840
co-100.mp,7.2118,1995818,235372,235373,24664,0,2238291,0,5676,0,44435
cryptanalysiskb128n5obj14.mp,12.1274,292876,66088,66580,59406,18348,83602,0,0,0,0
cryptanalysiskb128n5obj16.mp,12.0629,292876,66104,66596,59406,18348,83602,0,0,0,0
csched007.mp,0.0072,6380,1457,1457,1457,0,450,0,0,0,0
csched008.mp,0.0055,5688,1284,1284,1284,0,305,0,0,0,0
decomp2.mp,0.1793,64074,18003,18003,6016,0,9248,0,0,0,0
drayage-100-23.mp,0.1736,41551,22050,22050,4091,0,0,0,0,0,0
drayage-25-23.mp,0.1716,41551,22050,22050,3965,0,0,0,0,0,0
dws008-01.mp,0.0237,56401,6720,6580,140,0,504,0,0,0,0
enlight_hard.mp,0.0005,561,0,0,4,0,8,0,0,0,0
fastxgemm-n2r6s0t2.mp,0.0007,19377,0,0,0,48,0,0,0,0,0
fhnw-binpack4-4.mp,0.001,2333,96,96,492,0,0,0,0,0,0
fhnw-binpack4-48.mp,0.0045,17291,490,490,1700,0,0,0,0,0,0
germanrr.mp,0.0107,175548,70,70,6,694,191,0,0,0,0
gfd-schedulen180f7d50m30k18.mp,7.9257,1233373,337213,337225,6399,110108,4369,39,2578,0,17230
gmu-35-40.mp,0.0038,4844,3412,3461,26,0,26,435,0,0,0
gmu-35-50.mp,0.0084,8644,6359,6743,48,0,65,1167,0,0,18
highschool1-aigio.mp,22.2046,1562169,900571,900571,74480,13328,953680,0,0,0,0
hypothyroid-k1.mp,0.3826,433885,8,8,5188,0,420992,0,0,0,0
irish-electricity.mp,0.1405,523258,13500,7466,9289,0,4795,57,0,0,0
istanbul-no-cutoff.mp,0.0008,71478,0,0,9,0,67,0,0,0,0
k1mushroom.mp,1.5337,1697947,0,0,16416,0,1656986,0,0,0,0
lectsched-5-obj.mp,0.0745,239609,0,0,3089,0,0,0,0,0,0
mcsched.mp,0.0091,8089,4768,4768,0,9,0,0,0,0,0
mzzv11.mp,0.4425,134604,117588,106458,860,0,1003,1323,0,0,0
mzzv42z.mp,0.616,151262,135504,122788,986,0,863,1533,0,0,0
n2seq36q.mp,0.6451,183293,22480,22480,1188,0,48995,0,0,0,63454
neos-2657525-crna.mp,0.0005,1691,140,140,16,108,0,0,0,0,0
neos-2746589-doon.mp,1.1772,271073,90016,90016,0,5040,0,0,0,0,0
neos-3216931-puriri.mp,0.0479,91692,14976,10468,2073,40,2073,1303,600,0,2670
neos-3656078-kumeu.mp,0.0204,59293,4489,4513,1340,0,1088,0,0,0,0
neos-3988577-wolgan.mp,0.7518,350351,43680,43680,1820,0,16900,0,0,0,0
neos-4387871-tavua.mp,0.1115,23497,0,0,4915,0,9942,0,0,0,0
neos-4413714-turia.mp,6.3967,761757,190000,190000,404,0,379604,0,0,0,0
neos-4532248-waihi.mp,2.4117,525340,250442,250442,294,0,5520,0,0,0,0
neos-4647030-tutaki.mp,0.0372,3953389,7000,7000,7000,0,7000,0,0,0,0
neos-4722843-widden.mp,1.077,311530,163522,163710,58,279,10424,0,0,0,0
neos-4738912-atrato.mp,0.001,19522,220,196,142,0,88,0,0,0,0
neos-5104907-jarama.mp,0.0576,2053549,12732,8908,0,72,0,0,0,0,0
neos-5195221-niemur.mp,0.7146,176587,43498,34170,0,176,0,0,0,0,0
neos-631710.mp,8.2478,834167,667110,667110,85201,0,9932994,0,0,0,0
neos-662469.mp,0.498,200056,17830,19496,2144,0,90926,0,0,0,0
neos-787933.mp,8.7392,298321,0,0,3528,0,465696,0,0,0,0
neos-827175.mp,0.1878,110791,3416,3416,12810,12810,12810,0,0,0,0
neos-957323.mp,7.3713,499657,299546,184272,46735,0,1188641,0,3968,0,0
neos-960392.mp,1.7893,189504,181615,178583,1439,59151,841,850,340,0,340
neos8.mp,6.7332,313181,56,56,46480,0,85344,0,0,0,0
net12.mp,0.0357,80385,1648,1648,51,24,1122,0,0,0,0
netdiversion.mp,2.6486,615283,337956,337956,0,100,0,0,0,0,0
ns1116954.mp,0.4002,410583,29810,45152,3516,0,35860,254172,0,0,0
nu25-pr12.mp,0.0066,17713,1016,1016,0,124,0,0,0,0,0
nursesched-medium-hint03.mp,2.2819,622801,462720,458760,0,720,0,0,0,0,0
nursesched-sprint02.mp,0.5266,204001,154880,153560,0,240,0,0,0,0,0
peg-solitaire-a3.mp,0.1134,28388,3220,3220,9990,0,11128,0,0,0,0
physiciansched3-3.mp,5.1735,1062480,368601,561892,62453,11470,58622,247959,7755,160,71690
physiciansched6-2.mp,10.1349,480260,183108,195636,60519,42,76993,29019,0,0,0
piperout-08.mp,0.4893,44960,14299,14163,4769,70,109432,14,0,0,0
piperout-27.mp,0.4635,54663,17019,16915,4769,58,104094,14,0,0,0
proteindesign121hz512p9.mp,12.8427,629450,159054,159054,236646,0,183245115,0,0,0,0
proteindesign122trx11p8.mp,15.7021,503428,127248,127248,179298,0,134834616,0,4242,0,0
radiationm18-12-05.mp,0.2547,96150,22032,22032,1022,1964,0,0,0,0,0
rail01.mp,7.5627,392087,290938,238958,0,5107,0,929,0,0,0
rail02.mp,11.4471,756229,512849,512849,0,11565,0,0,0,0,0
rd-rplusc-21.mp,0.0105,852385,452,452,202,0,202,0,0,0,0
rocI-4-11.mp,0.0393,27384,6732,6732,0,2112,0,0,0,0,0
rocII-5-11.mp,0.519,303292,88231,78996,22946,74772,0,0,12953,0,0
roi2alpha3n4.mp,0.3264,878813,1826,418,324,0,25596,512,0,0,0
roi5alpha10n8.mp,3.167,2370225,7626,1764,1300,0,419900,2270,0,0,0
roll3000.mp,0.0039,29387,606,625,770,0,882,0,43,0,89
s100.mp,26.848,1777918,364768,364768,7976,8354,0,0,0,0,0
s250r10.mp,185.2019,1318608,389624,389624,3068,46308,1198113,0,0,0,0
satellites2-40.mp,0.4244,283669,48658,48438,0,1837,0,0,0,0,0
satellites2-60-fs.mp,0.4313,125049,48658,48438,0,1837,0,0,0,0,0
sct2.mp,0.0038,23644,2208,2208,0,1104,0,0,0,0,0
sing326.mp,1.2084,268174,136056,136056,0,4935,0,0,0,0,0
sing44.mp,1.3044,281261,138973,138973,0,4452,0,0,0,0,0
splice1k1.mp,0.8367,1761017,0,0,6502,0,1745004,0,0,0,0
supportcase18.mp,0.6339,28921,14400,14400,4440,0,92008,0,0,0,1160
supportcase22.mp,0.0389,2228829,1280,1280,580,0,6340,0,0,0,0
supportcase33.mp,0.3437,211916,27963,27963,1398,0,10397,0,0,0,0
supportcase6.mp,8.0655,584977,384446,384446,0,57437,0,0,0,0,0
supportcase7.mp,0.0013,2845546,898,884,16,13,19,0,0,11,0
swath1.mp,0.0104,34966,0,0,0,2089,0,0,0,0,0
swath3.mp,0.0094,34966,0,0,0,2464,0,0,0,0,0
tbfp-network.mp,2.7203,215838,75708,75708,0,2620,0,0,0,0,0
traininstance2.mp,0.9832,41532,7935,7935,2565,52,125997,0,0,0,0
traininstance6.mp,0.7605,32786,6238,6238,2041,29,94623,0,0,0,0
triptim1.mp,0.2726,515437,126702,126254,0,24,0,0,0,0,0
