30n20b8.mp,168,168,168,168,168,168
academictimetablesmall.mp,10588,11135,12535,17172,9183,8374
atlanta-ip.mp,18398,11093,12025,9988,13138,12618
bab2.mp,115729,59078,58512,64324,62654,87813
bab6.mp,13915,3126,37652,4395,3236,3386
bnatt400.mp,36947,33427,40448,-1,-1,57891
bnatt500.mp,84254,81133,42810,-1,-1,94852
brazil3.mp,12606,3096,6962,5428,4908,4648
co-100.mp,277111,182514,11917,-1,-1,54
cryptanalysiskb128n5obj14.mp,537,275,357,275,539,303
cryptanalysiskb128n5obj16.mp,897,611,224,1,385,615
csched007.mp,89037,89037,89037,-1,-1,89037
csched008.mp,512971,512971,512971,-1,-1,512971
decomp2.mp,1,1,1,-1,-1,1
drayage-100-23.mp,1,1,1,-1,-1,-1
drayage-25-23.mp,1,1,1,-1,-1,-1
dws008-01.mp,397397,320290,453662,-1,-1,402392
enlight_hard.mp,0,0,0,-1,-1,0
fastxgemm-n2r6s0t2.mp,23015,23015,-1,23015,-1,-1
fhnw-binpack4-4.mp,214275,184531,154238,-1,-1,-1
fhnw-binpack4-48.mp,11516,20236,20903,-1,-1,-1
germanrr.mp,69085,46277,27404,46277,27404,26869
gfd-schedulen180f7d50m30k18.mp,3111,5562,223,3113,3525,5
gmu-35-40.mp,4848128,723008,723008,-1,-1,723008
gmu-35-50.mp,3579505,4021270,4021270,-1,-1,241699
highschool1-aigio.mp,127,127,127,127,127,127
hypothyroid-k1.mp,1,1,1,-1,-1,1
irish-electricity.mp,19057,19999,16229,-1,-1,14351
istanbul-no-cutoff.mp,105,162,178,-1,-1,123
k1mushroom.mp,1,1,1,-1,-1,1
lectsched-5-obj.mp,5182,4595,9771,-1,-1,-1
mcsched.mp,11010,10299,-1,10299,-1,-1
mzzv11.mp,1,1,1,-1,-1,1
mzzv42z.mp,1,1,1,-1,-1,1
n2seq36q.mp,1,1,1,-1,-1,1
neos-2657525-crna.mp,45156701,16772139,27144243,25644340,6890339,-1
neos-2746589-doon.mp,175,940,-1,4918,-1,-1
neos-3216931-puriri.mp,3794,6026,4865,4884,5583,5866
neos-3656078-kumeu.mp,58593,99205,123185,-1,-1,74067
neos-3988577-wolgan.mp,3777,2901,2992,-1,-1,2907
neos-4387871-tavua.mp,59049,289118,60623,-1,-1,60032
neos-4413714-turia.mp,1,1,1,-1,-1,1
neos-4532248-waihi.mp,569,682,1809,-1,-1,757
neos-4647030-tutaki.mp,10821,16120,191,-1,-1,16810
neos-4722843-widden.mp,3278,2072,1333,2283,1659,1285
neos-4738912-atrato.mp,8503,6560,6589,-1,-1,6052
neos-5104907-jarama.mp,63,72,-1,205,-1,-1
neos-5195221-niemur.mp,78784,87818,-1,49702,-1,-1
neos-631710.mp,15486,15254,15277,-1,-1,1
neos-662469.mp,1,556,3913,-1,-1,959
neos-787933.mp,1,1,1,-1,-1,1
neos-827175.mp,1,1,1,1,1,1
neos-957323.mp,1,1,1,-1,-1,1
neos-960392.mp,1,1,1,1,1,1
neos8.mp,1,1,1,-1,-1,1
net12.mp,2410,2164,8343,2164,3620,2866
netdiversion.mp,59,64,-1,39,-1,-1
ns1116954.mp,1,31,223,-1,-1,1
nu25-pr12.mp,71,71,-1,71,-1,-1
nursesched-medium-hint03.mp,1133,1115,-1,321,-1,-1
nursesched-sprint02.mp,1,1,-1,1,-1,-1
peg-solitaire-a3.mp,5449,10084,731,-1,-1,1676
physiciansched3-3.mp,9226,13077,6546,7178,9137,9670
physiciansched6-2.mp,1,1,1,1,1,1
piperout-08.mp,1,1,1,1,1,1
piperout-27.mp,1,1,1,1,1,1
proteindesign121hz512p9.mp,11485,59663,51389,-1,-1,60743
proteindesign122trx11p8.mp,316547,28941,8210,-1,-1,8172
radiationm18-12-05.mp,182778,94919,5741,94919,7489,-1
rail01.mp,1,127,-1,1,-1,-1
rail02.mp,251,60,-1,59,-1,-1
rd-rplusc-21.mp,101509,70419,89695,-1,-1,80664
rocI-4-11.mp,18452,16098,-1,16098,-1,-1
rocII-5-11.mp,183198,135052,111177,177504,177504,-1
roi2alpha3n4.mp,29738,24023,24167,-1,-1,991
roi5alpha10n8.mp,65028,175077,224618,-1,-1,12698
roll3000.mp,11046,7488,7398,-1,-1,5529
s100.mp,4344,3783,3783,3783,3783,-1
s250r10.mp,239577,175694,235781,176212,244744,250022
satellites2-40.mp,1,1,-1,1,-1,-1
satellites2-60-fs.mp,284,2272,-1,680,-1,-1
sct2.mp,4286,26754,-1,12017,-1,-1
sing326.mp,28899,35248,-1,35248,-1,-1
sing44.mp,13762,22496,-1,20925,-1,-1
splice1k1.mp,12441,3821,7210,-1,-1,91
supportcase18.mp,529940,18211,127,-1,-1,127063
supportcase22.mp,290,164,51,-1,-1,212
supportcase33.mp,5239,6528,13397,-1,-1,3431
supportcase6.mp,6695,5714,-1,5714,-1,-1
supportcase7.mp,1,1,1,1,1,1
swath1.mp,1477,1477,-1,1477,-1,-1
swath3.mp,33705,33705,-1,33705,-1,-1
tbfp-network.mp,128,128,-1,128,-1,-1
traininstance2.mp,513965,770029,575043,1429614,575043,575043
traininstance6.mp,60139,97168,66949,97168,66949,66949
triptim1.mp,1,1,-1,1,-1,-1
uccase9.mp,4598,5991,-1,4598,-1,-1
uct-subprob.mp,309840,218780,-1,100148,-1,-1
wachplan.mp,27505,27505,-1,27505,-1,-1
